site_url,aff_url
https://bit.ly/2LfZ4IK,"['https://rstyle.me/+cTHKFhi3BbL25ajbm5xGzw', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Flip-cheat-lip-liner-P433516&u1=.NzM4NzktMA.4cedb5be-b20b-11ee-8f3a-77e8f57a0f82']"
https://bit.ly/3GMinl9,"['https://rstyle.me/+yZF9q4d4QSvLwPyejHkXCQ', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=37353&murl=https%3A%2F%2Fwww.containerstore.com%2Fs%2F24_lipstick-acrylic-organizer%2Fd%3FproductId%3D10009899%26q%3Dlipstick&u1=.NzM4NzktMA.caca7a44-b210-11ee-880d-cf3f88485ae2', 'https://www.containerstore.com/s/24_lipstick-acrylic-organizer/d?productId=10009899&q=lipstick&utm_source=Linkshare&utm_medium=Affiliate&utm_campaign=Linkshare_Affiliate&cid=af:gen_LTK&ranMID=37353&ranEAID=QFGLnEolOWg&ranSiteID=QFGLnEolOWg-Q.3LkHPi1SwEXPIcRcuqAw']"
https://bit.ly/3HzJNeW,['https://rstyle.me/+SC-QIrtFpGOaJsFxeqCUpA']
https://bit.ly/2UQbxIN,"['https://rstyle.me/+JgNHaZgV0FtFF2LTfdiPWA', 'https://rstyle.me/favicon.ico', 'https://www.gopjn.com/t/8-11363-73861-150970?url=https%3A%2F%2Fwww.diptyqueparis.com%2Fen_us%2Fp%2Fbaies-berries-candle-600g.html&website=157930&sid=.NzM4NzktMA.d17ca702-b211-11ee-a11b-e50d6a389262']"
https://bit.ly/3F21VxO,"['https://rstyle.me/+rAFxTxKfisrBTSj-DkeTBA', 'https://www.target.com/p/maybelline-super-stay-24hr-skin-tint-foundation-serum-with-vitamin-c-1-fl-oz/-/A-89429669?preselect=88005583&clkid=be015787Nb20a11eeb703c575ea16f1f4&cpng=PTID3&lnm=81938&afid=LTK&ref=tgt_adv_xasd0002']"
https://bit.ly/3MFrKHA,['https://rstyle.me/+CNdd18isvpzS0a2EDkvhCg']
https://bit.ly/3XfjO3Q,"['https://rstyle.me/+aPi2owZFbxQVCmkifKOh0g', 'https://www.amazon.com/gp/product/B08NSFDMSK/?tag=thebeautylookboo-1-bg-20&th=1']"
https://bit.ly/3cxFB4n,['https://rstyle.me/+Vo_BYSF1dsjC3gtjDHkVQg']
https://bit.ly/3UjgwuY,['https://rstyle.me/+IE8Vhe_Z8ZhCDP0qntwTWQ']
https://bit.ly/418SZQk,"['https://rstyle.me/+dQDFaFRkSSio5bGVMnpuXQ', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fsummer-fridays-lip-butter-balm-P455936%3FskuId%3D2652113&u1=.NzM4NzktMA.a55498a1-b214-11ee-9427-adb74bb2bc41']"
https://click.linksynergy.com/deeplink?id=MeQoh28EORo&mid=43923&murl=https%3A%2F%2Fwww.patmcgrath.com%2F,"['https://click.linksynergy.com/deeplink?id=MeQoh28EORo&mid=43923&murl=https%3A%2F%2Fwww.patmcgrath.com%2F', 'https://www.patmcgrath.com/?&utm_source=rakuten&utm_medium=affiliate&utm_campaign=2449138&ranMID=43923&ranEAID=MeQoh28EORo&ranSiteID=MeQoh28EORo-4Sd5NGtHmEnYDqMfDR7AfQ']"
https://bit.ly/3nvZyLZ,"['https://rstyle.me/+7fqxd4t8X79ZVhzQr1OrvA', 'https://rstyle.me/favicon.ico']"
https://bit.ly/3R1hSdb,"['https://rstyle.me/+BMbduwc4_5uUtEY2CKKm8A', 'https://www.amazon.com/gp/product/B08NP54B7Q/?tag=thebeautylookboo-1-bg-20']"
https://www.pntrac.com/t/8-11514-157299-155614?url=https%3A%2F%2Fwww.awaytravel.com%2Fsuitcases%2Fmedium%3Fcolor%3Dnavy,"['https://www.pntrac.com/t/8-11514-157299-155614?url=https%3A%2F%2Fwww.awaytravel.com%2Fsuitcases%2Fmedium%3Fcolor%3Dnavy', 'https://www.awaytravel.com/suitcases/medium?color=navy&affiliate_id=157299&click_id=4629263189&utm_campaign=pj-157299&utm_source=pepperjam&utm_medium=affiliate&clickId=4629263189']"
https://bit.ly/2XunvoL,"['https://rstyle.me/+5Olrn1no5gBoSD04STRvfw', 'https://www.target.com/?clkid=50a60307Nb20d11eeb703c575ea16f1f4&cpng=PTID3&lnm=81938&afid=LTK&ref=tgt_adv_xasd0002']"
https://bit.ly/3DyRlMw,['https://rstyle.me/+EDuH42lHVw9g90vDb4niZQ']
https://bit.ly/3D603BM,"['https://rstyle.me/+Y4yk7iZC_8CWdMjGL7-upg', 'https://www.yeti.com/en_US/drinkware/tumblers/20oz/21071500703.html?irclickid=2bHWiuTUWxyPTAzQldXMnSyYUkH2ulxX0S9s2U0&utm_source=impact&utm_medium=affiliate&utm_campaign=bb_affiliate_116548&utm_content=Online%20Tracking%20Link&utm_term=LTK&irgwc=1', 'https://www.yeti.com/drinkware/tumblers/rambler-20oz.html?irclickid=2bHWiuTUWxyPTAzQldXMnSyYUkH2ulxX0S9s2U0&utm_source=impact&utm_medium=affiliate&utm_campaign=bb_affiliate_116548&utm_content=Online%20Tracking%20Link&utm_term=LTK&irgwc=1']"
https://bit.ly/30epkeA,"['https://rstyle.me/+3yXYrVwnlUF0ECaB12WXVw', 'https://rstyle.me/favicon.ico', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=13867&murl=https%3A%2F%2Fwww.bloomingdales.com%2Fshop%2Fproduct%2Fthe-usb-lighter-company-motli-rechargeable-lighter-led-flashlight%3FID%3D4082113&u1=.NzM4NzktMA.1a873290-b212-11ee-a32a-77e8f57a0f82', 'https://www.bloomingdales.com/shop/product/the-usb-lighter-company-motli-rechargeable-lighter-led-flashlight?ID=4082113&utm_source=rakuten&utm_medium=affiliate&utm_campaign=affiliates&ranMID=13867&ranEAID=QFGLnEolOWg&ranSiteID=QFGLnEolOWg-_4YlSGqv2vxUe8O3pEVd8w&LinkshareID=QFGLnEolOWg-_4YlSGqv2vxUe8O3pEVd8w&m_sc=aff&PartnerID=LINKSHARE&cm_mmc=LINKSHARE-_-n-_-n-_-n&ranPublisherID=QFGLnEolOWg&ranLinkID=1&ranLinkTypeID=10&pubNAME=LTK']"
https://bit.ly/3Q6Poyg,"['https://rstyle.me/+yWC6bID_3mFs-NktoVJ3kA', 'https://rstyle.me/favicon.ico', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fwestman-atelier-clean-glow-trio-set-P509126&u1=.NzM4NzktMA.69c5655e-b20c-11ee-9ebc-4508d449d647']"
https://bit.ly/3D8hpho,"['https://rstyle.me/+9BRiRS54chseyXfvTnwWvw', 'https://www.gopjn.com/t/8-11363-73861-150970?url=https%3A%2F%2Fwww.diptyqueparis.com%2Fen_us%2Fp%2Fbaies-berries-home-fragrance-diffuser-refill.html&website=157930&sid=.NzM4NzktMA.e0869187-b211-11ee-909d-adb74bb2bc41']"
https://bit.ly/3OJNEcJ,['https://rstyle.me/+skauW4MUf0yMy_TVdTHvJw']
https://bit.ly/30DWRiY,['https://rstyle.me/+gHV-NVFDIWlNKkGM136aXA']
https://bit.ly/2Jz9MX3,"['https://rstyle.me/+ilq-5XKm1BXMn6N4o5-mwA', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=41446&murl=https%3A%2F%2Fwww.athleticpropulsionlabs.com%2Fproducts%2Fwomens-big-logo-techloom-slide-parchment&u1=.NzM4NzktMA.f6499be1-b215-11ee-b55b-adb74bb2bc41']"
https://bit.ly/3FxdjC9,"['https://rstyle.me/+3gq4_Qjxn4_O4m8eEFbmpQ', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Flust-lip-gloss-P431852%3FskuId%3D2708048&u1=.NzM4NzktMA.b31d3f7c-b20b-11ee-8b74-992d9a0db202']"
https://bit.ly/3gtRkzi,"['https://rstyle.me/+_vzgb35h0vYZClloeIugpg', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=43625&murl=https%3A%2F%2Fwww.toryburch.com%2Fen-us%2Fshoes%2Fsandals%2Fmiller-cloud%2F81032.html&u1=.NzM4NzktMA.292170fc-b218-11ee-bf6f-efe691eb6df7', 'https://www.toryburch.com/en-us/shoes/sandals/miller-cloud/81032.html?utm_source=RAN&utm_medium=affiliates&utm_content=2575853&utm_campaign=LTK&ranMID=43625&ranEAID=2575853&ranSiteID=QFGLnEolOWg-OSnkQxYrojpEaD5DHxGwFw']"
https://bit.ly/2XunvoL,"['https://rstyle.me/+5Olrn1no5gBoSD04STRvfw', 'https://www.target.com/?clkid=50a60307Nb20d11eeb703c575ea16f1f4&cpng=PTID3&lnm=81938&afid=LTK&ref=tgt_adv_xasd0002']"
https://bit.ly/45PaHuK,"['https://rstyle.me/+AkfQupf2J3DWMFrz9aI5vQ', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=45504&murl=https%3A%2F%2Fwww.stoneycloverlane.com%2Fcollections%2Fsale%2Fproducts%2Fhello-spring-clear-front-mini-pouch&u1=.NzM4NzktMA.7b70e703-b20e-11ee-bd7d-4986e09eb3ea', 'https://www.stoneycloverlane.com/collections/sale/products/hello-spring-clear-front-mini-pouch?ranMID=45504&ranEAID=2575853&ranSiteID=QFGLnEolOWg-BEThZ0JKhzeT6KwB_zSKbg&utm_campaign=2575853&utm_source=rakuten&utm_medium=affiliate']"
https://bit.ly/3WQAxdK,"['https://rstyle.me/+jmEl25BoJxTJmhRQVwoqbw', 'https://www.amazon.com/Umbra-Cascada-Makeup-Organizer-Regular/dp/B08NDP5RZV/?tag=thebeautylookboo-1-bg-20']"
https://www.pntrs.com/t/8-11514-157299-155614?url=https%3A%2F%2Fwww.awaytravel.com%2Fsuitcases%2Fbigger-carry-on%3Fcolor%3Dblack,"['https://www.pntrs.com/t/8-11514-157299-155614?url=https%3A%2F%2Fwww.awaytravel.com%2Fsuitcases%2Fbigger-carry-on%3Fcolor%3Dblack', 'https://www.awaytravel.com/suitcases/bigger-carry-on?color=black&affiliate_id=157299&click_id=4629266245&utm_campaign=pj-157299&utm_source=pepperjam&utm_medium=affiliate&clickId=4629266245']"
https://bit.ly/3NP43P9,"['https://rstyle.me/+OcS8nQ34sEEcPQbuRIRzXw', 'https://click.linksynergy.com/link?id=QFGLnEolOWg&murl=https%3A%2F%2Fwww.colleenrothschild.com%2Fcollections%2Fgifts%2Fproducts%2Fquench-shine-travel-essentials-set&offerid=416189&type=15&u1=.NzM4NzktMA.d4f84eda-b214-11ee-aa33-e50d6a389262']"
https://bit.ly/3AXBecc,"['https://rstyle.me/+kK3BvIXAIMlS4PrctCE1oQ', 'https://rstyle.me/favicon.ico', 'https://www.hsn.com/products/too-faced-pomade-in-a-pencil-2-piece-set/20261424?irclickid=Qyb0fVTUnxyPTyqUA5y4uWE7UkH2uDUW0S9s2U0&irgwc=1&utm_source=impact-LTK-&utm_medium=affiliate&utm_campaign=Online%20Tracking%20Link&utm_term=Qyb0fVTUnxyPTyqUA5y4uWE7UkH2uDUW0S9s2U0&utm_content=116548-565524-influencer']"
https://bit.ly/3OfUlTF,"['https://rstyle.me/+DtRj1ms-7ezu-dWT1mvgUA', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=13867&murl=https%3A%2F%2Fwww.bloomingdales.com%2Fshop%2Fproduct%2Fceline-womens-square-sunglasses-50mm%3FCategoryID%3D3376%26ID%3D3871792&u1=.NzM4NzktMA.b54fe6da-b217-11ee-aca8-4508d449d647', 'https://www.bloomingdales.com/shop/product/celine-womens-square-sunglasses-50mm?CategoryID=3376&ID=3871792&utm_source=rakuten&utm_medium=affiliate&utm_campaign=affiliates&ranMID=13867&ranEAID=QFGLnEolOWg&ranSiteID=QFGLnEolOWg-doPK6SyRZrdrCPaztOqJNg&LinkshareID=QFGLnEolOWg-doPK6SyRZrdrCPaztOqJNg&m_sc=aff&PartnerID=LINKSHARE&cm_mmc=LINKSHARE-_-n-_-n-_-n&ranPublisherID=QFGLnEolOWg&ranLinkID=1&ranLinkTypeID=10&pubNAME=LTK', 'https://www.bloomingdales.com/shop/product/celine-square-sunglasses-50mm?CategoryID=3376&ID=3871792&utm_source=rakuten&utm_medium=affiliate&utm_campaign=affiliates&ranMID=13867&ranEAID=QFGLnEolOWg&ranSiteID=QFGLnEolOWg-doPK6SyRZrdrCPaztOqJNg&LinkshareID=QFGLnEolOWg-doPK6SyRZrdrCPaztOqJNg&m_sc=aff&PartnerID=LINKSHARE&cm_mmc=LINKSHARE-_-n-_-n-_-n&ranPublisherID=QFGLnEolOWg&ranLinkID=1&ranLinkTypeID=10&pubNAME=LTK']"
https://bit.ly/4548Rq0,"['https://rstyle.me/+fKGcedlBDy8OLfwi-MRrXQ', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2FP505386%3FskuId%3D2651644&u1=.NzM4NzktMA.ee8b7a34-b214-11ee-ac88-e50d6a389262']"
https://bit.ly/3Mfwxjw,"['https://rstyle.me/+P84boHVsNAv4lPoRfOAQmw', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fblush-glow-4-piece-mini-set-P507212&u1=.NzM4NzktMA.2cc63c29-b20b-11ee-8e4e-efe691eb6df7']"
https://www.gopjn.com/t/8-11514-157299-155614?url=https%3A%2F%2Fwww.awaytravel.com%2Fsuitcases%2Fbigger-carry-on%3Fcolor%3Dblack%26usb_charger%3Dnot_included,"['https://www.gopjn.com/t/8-11514-157299-155614?url=https%3A%2F%2Fwww.awaytravel.com%2Fsuitcases%2Fbigger-carry-on%3Fcolor%3Dblack%26usb_charger%3Dnot_included', 'https://www.awaytravel.com/suitcases/bigger-carry-on?color=black&usb_charger=not_included&affiliate_id=157299&click_id=4629262923&utm_campaign=pj-157299&utm_source=pepperjam&utm_medium=affiliate&clickId=4629262923']"
https://bit.ly/3YIEJhm,"['https://rstyle.me/+gEiY23Cb9O7gWfFqRN_Z3A', 'https://www.ulta.com/p/i-need-a-nude-eyeshadow-palette-pimprod2040558?AID=164999&PID=116548&CID=af_164999_116548_&clickId=2bHWiuTUWxyPTAzQldXMnSyYUkH2uQWs00000w0&SubID=&utm_medium=affiliate&utm_source=116548&utm_campaign=Content&utm_content=core&irgwc=1', 'https://www.ulta.com/p/i-need-a-nude-eyeshadow-palette-pimprod2040558?AID=164999&PID=116548&CID=af_164999_116548_&clickId=2bHWiuTUWxyPTAzQldXMnSyYUkH2uQWs00000w0&SubID=&utm_medium=affiliate&utm_source=116548&utm_campaign=Content&utm_content=core&irgwc=1']"
https://bit.ly/3rvL2IO,"['https://rstyle.me/+OuTYIIcomMCWBz12hziHVA', 'https://www.target.com/p/maybelline-lifter-gloss-plumping-lip-gloss-with-hyaluronic-acid-0-18-fl-oz/-/A-79798426?preselect=88005582&clkid=2cdea5e2Nb20a11eeb703c575ea16f1f4&cpng=PTID3&lnm=81938&afid=LTK&ref=tgt_adv_xasd0002']"
https://bit.ly/3PcN5YM,"['https://rstyle.me/+mWtuExHYq-N_kLUcW4JZtQ', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fgiorgio-armani-beauty-lip-power-lipstick-P471221%3FskuId%3D2571347&u1=.NzM4NzktMA.50bd6eab-b20b-11ee-8136-4986e09eb3ea']"
https://bit.ly/3Kazd0Z,"['https://rstyle.me/+Mb8yI2uctS4VKzOR_hvQ8w', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Ffather-figure-50ml-edp-P506729&u1=.NzM4NzktMA.65bd71e4-b20a-11ee-b34b-77fb0d56c436']"
https://bit.ly/3qUu6JA,['https://rstyle.me/+nc_af6qcjl_P4Hq2OEOtkQ']
https://bit.ly/43AY6u2,"['https://rstyle.me/+fT7XGwbVqTb9TmnvHOa7XQ', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fhuda-beauty-glowish-bright-light-hydrating-sheer-concealer-P505550&u1=.NzM4NzktMA.f99112bb-b214-11ee-9e2d-992d9a0db202']"
https://bit.ly/3pzSRYN,"['https://rstyle.me/+lp4f717J99AvaTlIV0I0dQ', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=43625&murl=https%3A%2F%2Fwww.toryburch.com%2Fen-us%2Fshoes%2Fsandals%2Fdouble-t-sport-slide%2F79985.html%3Fcolor%3D200&u1=.NzM4NzktMA.c8a5e537-b217-11ee-b70f-cf3f88485ae2', 'https://www.toryburch.com/en-us/shoes/sandals/double-t-sport-slide/79985.html?color=200&utm_source=RAN&utm_medium=affiliates&utm_content=2575853&utm_campaign=LTK&ranMID=43625&ranEAID=2575853&ranSiteID=QFGLnEolOWg-i6ffuEFTcskqx9xENxpxBQ']"
https://bit.ly/471YtQQ,"['https://rstyle.me/+bfeEj6rm4RCQNFg9B9cU8A', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=13816&murl=https%3A%2F%2Fwww.saksfifthavenue.com%2Fproduct%2Fbalmain-hair-couture-logo-b-18k-gold-plated-medium-hair-clip-0400018941864.html%3Fdwvar_0400018941864_color%3DBLACK&u1=.NzM4NzktMA.9ebdf6a5-b20e-11ee-83be-992d9a0db202']"
https://bit.ly/3rvWmF1,"['https://rstyle.me/+JqkEw3h1kW-HDyqNs3ZT6w', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Frouge-volupte-shine-oil-in-stick-lipstick-P377710%3FskuId%3D2657203&u1=.NzM4NzktMA.3180c0e4-b20d-11ee-a85b-992d9a0db202']"
https://bit.ly/3rqBCM7,['https://rstyle.me/+KomRvVAcvASmELxGmrNZCA']
https://amzn.to/32dPoHW,['https://www.amazon.com/dp/B07MSFPWW1?&linkCode=sl1&tag=thbelobo-20&linkId=4340b459635d6cdbe5ac69b3b8bfd0ab&language=en_US&ref_=as_li_ss_tl']
https://bit.ly/3cuWJEx,"['https://rstyle.me/+_BVKv2yowcPDzZcHmLIelg', 'https://www.potterybarn.com/products/bodum-chambord-french-press/?clickid=xwu3B2TUVxyPTAzQldXMnSyYUkH2ug0f0S9s2U0&irgwc=1&cm_cat=116548&cm_ven=afshoppromo&bnrid=3317500&cm_ite=&cm_pla=ir&irpid=116548']"
https://bit.ly/2Z3Fas6,"['https://rstyle.me/+WgbASByozuLIEm9fP6yTUQ', 'https://www.amazon.com/Jaybird-Vista-2-Nimbus-Gray/dp/B08B3H688Q?tag=thebeautylookboo-1-bg-20']"
https://bit.ly/3QPk6Ou,"['https://rstyle.me/+PnkHm5piiOTs_6FxIRGXNw', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fi-need-a-nude-eyeshadow-palette-P507807&u1=.NzM4NzktMA.21f2d8bd-b20a-11ee-80c9-e50d6a389262']"
https://bit.ly/3GAaYr6,"['https://rstyle.me/+iett-LzKsV_2QIFgT1Is8A', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fgivenchy-prisme-libre-skin-caring-24h-hydrating-radiant-correcting-creamy-concealer-P505129%3FskuId%3D2636959&u1=.NzM4NzktMA.8538628c-b20d-11ee-bd74-cf3f88485ae2']"
https://bit.ly/3rlGDIg,"['https://rstyle.me/+AvKFcCuupsMAkJJdvL0B7w', 'https://www.newbalance.com/pd/480/BB480L3W-D-065.html?irclickid=2bHWiuTUWxyPTAzQldXMnSyYUkH2uXz%3A0S9s2U0&irgwc=1&utm_source=Impact&utm_medium=Affiliate&utm_campaign=LTK&utm_term=1377658&Ecid=af_LTK']"
https://bit.ly/42e7jY9,"['https://rstyle.me/+jzobD8Z-Mas9heJqtVY_fg', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2FP480613%3FskuId%3D2533602&u1=.NzM4NzktMA.61cb6dc0-b214-11ee-9004-992d9a0db202']"
https://bit.ly/3IRg2JH,"['https://rstyle.me/+X9YHZsEnr253Q9DO9FB1ag', 'https://www.target.com/p/bathroom-plastic-spinning-turntable-beauty-organizer-clear-brightroom-8482/-/A-53180266?clkid=2cdea5e2Nb20a11eeb703c575ea16f1f4&cpng=PTID3&lnm=81938&afid=LTK&ref=tgt_adv_xasd0002']"
https://bit.ly/3KtJtRg,"['https://rstyle.me/+LAYvYYh4qEfCL1dt355D_Q', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fla-mer-the-moisturizing-soft-cream-moisturizer-P505160&u1=.NzM4NzktMA.73ad6671-b214-11ee-9df9-efe691eb6df7']"
https://bit.ly/3zu4ww7,"['https://rstyle.me/+MRpvxeF9WnUm6hML6rb4gQ', 'https://www.gopjn.com/t/8-11363-73861-150970?url=https%3A%2F%2Fwww.diptyqueparis.com%2Fen_us%2Fp%2Fphotophore-cote.html&website=157930&sid=.NzM4NzktMA.ecda3e16-b211-11ee-91bf-adb74bb2bc41']"
https://bit.ly/3L7i5Hn,"['https://rstyle.me/+kvkzm-yq1b9XB94jnaMyfg', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=13816&murl=https%3A%2F%2Fwww.saksfifthavenue.com%2Fproduct%2Floewe-small-shell-elephant-grass--amp--leather-basket-bag-0400015121062.html&u1=.NzM4NzktMA.311987af-b216-11ee-bb70-ad21a735522c']"
https://bit.ly/3JzQJeB,"['https://rstyle.me/+S-EmekG36vwves2I9pl6YA', 'https://www.gopjn.com/t/8-12398-73861-202750?url=https%3A%2F%2Fwww.blissworld.com%2Fproducts%2Fclear-genius-spot-treatment&website=157930&sid=.NzM4NzktMA.866df5f5-b20a-11ee-83dd-efe691eb6df7', 'https://www.blissworld.com/products/clear-genius-spot-treatment?utm_source=73861&utm_medium=affiliate&publisherId=73861&clickId=4629217283']"
https://bit.ly/3ahvF8g,"['https://rstyle.me/+hTLk7ZJ71Rgtkro4j7HNow', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fface-cleanser-P248404&u1=.NzM4NzktMA.4ef633df-b214-11ee-8af5-4986e09eb3ea']"
https://bit.ly/3KGJWRy,"['https://rstyle.me/+HLb_TEtmKgQExC3eHWwrOA', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fnars-afterglow-sensual-shine-lipstick-P505364&u1=.NzM4NzktMA.5eaa32c9-b20b-11ee-8bab-4508d449d647']"
https://bit.ly/3ctNy7c,"['https://rstyle.me/+vmlF1eI8xTzvKL_iJabDsA', 'https://www.potterybarn.com/products/white-marble-oversized-desktop-paperclip/?clickid=T8x1HyTUWxyPTAzQldXMnSyYUkH2ugV20S9s2U0&irgwc=1&cm_cat=116548&cm_ven=afshoppromo&bnrid=3317500&cm_ite=&cm_pla=ir&irpid=116548']"
https://bit.ly/3QzVnNB,"['https://rstyle.me/+BXXH0csWTyEGvH0B3sKJkg', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fsheer-skin-tint-with-hyaluronic-acid-squalane-P501777%3FskuId%3D2536217&u1=.NzM4NzktMA.067baedf-b20c-11ee-915b-992d9a0db202']"
https://bit.ly/3WtE5C2,"['https://rstyle.me/+ynfiUPsVu0zu_ok0_XBHzQ', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=40090&murl=https%3A%2F%2Fwww.thereformation.com%2Fproducts%2Fjulia-ribbed-sweater-tank%2F1307908LIH.html%3Fdwvar_1307908LIH_color%3DIVO%26quantity%3D1&u1=.NzM4NzktMA.5d8e0bda-b216-11ee-9078-cf3f88485ae2']"
https://bit.ly/3zUGHA2,"['https://rstyle.me/+rDF4jyCJefIOlcKKBaK29w', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fouai-haircare-pet-shampoo-P471057&u1=.NzM4NzktMA.3f01044b-b20d-11ee-a6f4-77fb0d56c436']"
https://bit.ly/3sdTcmC,"['https://rstyle.me/+TaGYvPL1KFJ3407ut5rYmA', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=42352&murl=https%3A%2F%2Fwww.shopbop.com%2Fzoe-perfect-fit-shorts-lagence%2Fvp%2Fv%3D1%2F1529559540.htm&u1=..2.NzM4Nzk.MA.MjAxODk3OTY5.Mg.', 'https://www.shopbop.com/zoe-perfect-fit-shorts-lagence/vp/v=1/1529559540.htm?extid=affprg_linkshare_SB-QFGLnEolOWg&cvosrc=affiliate.linkshare.QFGLnEolOWg&affuid=..2.NzM4Nzk.MA.MjAxODk3OTY5.Mg.&sharedid=42352&subid1=QFGLnEolOWg-xS1mVs4eZmLagDvYjRGFTw']"
https://bit.ly/3zDhb12,"['https://rstyle.me/+VDv6oaqfC7a4ZJmEoHM_Ug', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=39789&murl=https%3A%2F%2Fwww.anthropologie.com%2Fanthroliving%2Fshop%2Fmatch-cloche%3Fcolor%3D053%26quantity%3D1%26size%3DOne%2BSize%26type%3DSTANDARD%26utm_campaign%3DQFGLnEolOWg%26utm_content%3D1%26utm_medium%3Daffiliates%26utm_source%3DLS%26utm_term%3D493746&u1=.NzM4NzktMA.b13a2f39-b210-11ee-b362-4986e09eb3ea', 'https://www.anthropologie.com/anthroliving/shop/match-cloche?color=053&quantity=1&size=One+Size&type=STANDARD&utm_campaign=QFGLnEolOWg&utm_content=1&utm_medium=affiliates&utm_source=LS&utm_term=493746&cm_mmc=rakuten-_-affiliates-_-LTK-_-1&utm_medium=affiliates&utm_source=rakuten&utm_campaign=LTK&utm_term=712620&utm_content=1&utm_kxconfid=v3sdgfere&ranMID=39789&ranEAID=QFGLnEolOWg&ranSiteID=QFGLnEolOWg-dadfpmicC7A5SSMkC6zWHA']"
https://bit.ly/357uczZ,"['https://rstyle.me/+Ll93WlFr97Q_ICsitAvFAw', 'https://click.linksynergy.com/deeplink?id=QFGLnEolOWg&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fgloss-bomb-universal-lip-luminizer-P67988453%3FskuId%3D1925965&u1=.NzM4NzktMA.d73a6c50-b20a-11ee-ba20-ad21a735522c']"
https://bit.ly/3LG7WEo,"['https://rstyle.me/+vpSlnAvkd7dIS1Eq_elbkQ', 'https://www.target.com/p/maybelline-super-stay-matte-24hr-hybrid-pressed-powder-foundation-0-21-oz/-/A-88413247?preselect=86750622&clkid=11226642Nb20d11eeb703c575ea16f1f4&cpng=PTID3&lnm=81938&afid=LTK&ref=tgt_adv_xasd0002']"
